node_from,node_to,iteration,edge_type,value
V2,V1,iter2,sample,25.59
V3,V1,iter2,sample,43.455
V4,V1,iter2,sample,46.03
V5,V1,iter2,sample,30.59
V6,V1,iter2,sample,41.625
V7,V1,iter2,sample,18.785
V8,V1,iter2,sample,16.865
V9,V1,iter2,sample,22.93
V10,V1,iter2,sample,17.825
T,V1,iter2,sample,0
V1,V2,iter2,sample,19.54
V2,V2,iter2,sample,25.38
V3,V2,iter2,sample,38.035
V4,V2,iter2,sample,39.15
V5,V2,iter2,sample,41.105
V6,V2,iter2,sample,45.49
V7,V2,iter2,sample,12.945
V8,V2,iter2,sample,12.025
V9,V2,iter2,sample,19.045
V10,V2,iter2,sample,20.595
T,V2,iter2,sample,0
V1,V3,iter2,sample,34.17
V2,V3,iter2,sample,47.275
V3,V3,iter2,sample,30.205
V4,V3,iter2,sample,26.925
V5,V3,iter2,sample,33.71
V6,V3,iter2,sample,46.82
V7,V3,iter2,sample,16.77
V8,V3,iter2,sample,16.72
V9,V3,iter2,sample,16.68
V10,V3,iter2,sample,16.055
T,V3,iter2,sample,0
V1,V4,iter2,sample,31.715
V2,V4,iter2,sample,57.995
V3,V4,iter2,sample,35.165
V4,V4,iter2,sample,37.495
V5,V4,iter2,sample,44.905
V6,V4,iter2,sample,61.255
V7,V4,iter2,sample,21.97
V8,V4,iter2,sample,13.425
V9,V4,iter2,sample,18.43
V10,V4,iter2,sample,15.905
T,V4,iter2,sample,0
V1,V5,iter2,sample,34.155
V2,V5,iter2,sample,38.77
V3,V5,iter2,sample,51.145
V4,V5,iter2,sample,53
V5,V5,iter2,sample,25.895
V6,V5,iter2,sample,28.885
V7,V5,iter2,sample,17.375
V8,V5,iter2,sample,18.475
V9,V5,iter2,sample,19.245
V10,V5,iter2,sample,12.635
T,V5,iter2,sample,0
V1,V6,iter2,sample,27.97
V2,V6,iter2,sample,51.23
V3,V6,iter2,sample,48.25
V4,V6,iter2,sample,47.38
V5,V6,iter2,sample,23.985
V6,V6,iter2,sample,36.035
V7,V6,iter2,sample,17.14
V8,V6,iter2,sample,13.31
V9,V6,iter2,sample,21.46
V10,V6,iter2,sample,21.235
T,V6,iter2,sample,0
V1,V7,iter2,sample,25.44
V2,V7,iter2,sample,24.895
V3,V7,iter2,sample,22.04
V4,V7,iter2,sample,24.87
V5,V7,iter2,sample,29.46
V6,V7,iter2,sample,30.07
V7,V7,iter2,sample,12.305
V8,V7,iter2,sample,9.82999999999999
V9,V7,iter2,sample,14.64
V10,V7,iter2,sample,14.72
T,V7,iter2,sample,0
V1,V8,iter2,sample,21.045
V2,V8,iter2,sample,19.87
V3,V8,iter2,sample,19.205
V4,V8,iter2,sample,26.04
V5,V8,iter2,sample,21.35
V6,V8,iter2,sample,25.45
V7,V8,iter2,sample,13.84
V8,V8,iter2,sample,14.175
V9,V8,iter2,sample,14.105
V10,V8,iter2,sample,9.955
T,V8,iter2,sample,0
V1,V9,iter2,sample,25.815
V2,V9,iter2,sample,32.29
V3,V9,iter2,sample,20.945
V4,V9,iter2,sample,30.495
V5,V9,iter2,sample,26.265
V6,V9,iter2,sample,31.715
V7,V9,iter2,sample,17.275
V8,V9,iter2,sample,11.355
V9,V9,iter2,sample,18.915
V10,V9,iter2,sample,12.63
T,V9,iter2,sample,0
V1,V10,iter2,sample,19.335
V2,V10,iter2,sample,24.2
V3,V10,iter2,sample,26.285
V4,V10,iter2,sample,29.35
V5,V10,iter2,sample,18.31
V6,V10,iter2,sample,21.025
V7,V10,iter2,sample,13.005
V8,V10,iter2,sample,11.63
V9,V10,iter2,sample,16.295
V10,V10,iter2,sample,13.66
T,V10,iter2,sample,0
V1,T,iter2,sample,53.5099999999999
V2,T,iter2,sample,42.815
V3,T,iter2,sample,50.5999999999999
V4,T,iter2,sample,55.5249999999998
V5,T,iter2,sample,53.0049999999999
V6,T,iter2,sample,49.6249999999999
V7,T,iter2,sample,51.8599999999998
V8,T,iter2,sample,48.2249999999999
V9,T,iter2,sample,48.9549999999999
V10,T,iter2,sample,45.8799999999999
T,T,iter2,sample,0
V1,V1,iter3,sample,20.99
V2,V1,iter3,sample,21.93
V3,V1,iter3,sample,56.945
V4,V1,iter3,sample,42.38
V5,V1,iter3,sample,29.67
V6,V1,iter3,sample,40.935
V7,V1,iter3,sample,14.735
V8,V1,iter3,sample,16.12
V9,V1,iter3,sample,15.395
V10,V1,iter3,sample,16.64
T,V1,iter3,sample,0
V1,V2,iter3,sample,28.22
V2,V2,iter3,sample,43.265
V3,V2,iter3,sample,57.455
V4,V2,iter3,sample,45.435
V5,V2,iter3,sample,34.55
V6,V2,iter3,sample,59.425
V7,V2,iter3,sample,15.675
V8,V2,iter3,sample,19.06
V9,V2,iter3,sample,14.345
V10,V2,iter3,sample,14.265
T,V2,iter3,sample,0
V1,V3,iter3,sample,51.225
V2,V3,iter3,sample,54.015
V3,V3,iter3,sample,32.06
V4,V3,iter3,sample,27.38
V5,V3,iter3,sample,31.105
V6,V3,iter3,sample,50.125
V7,V3,iter3,sample,14.69
V8,V3,iter3,sample,17.845
V9,V3,iter3,sample,12.58
V10,V3,iter3,sample,20.67
T,V3,iter3,sample,0
V1,V4,iter3,sample,40.35
V2,V4,iter3,sample,52.08
V3,V4,iter3,sample,37.11
V4,V4,iter3,sample,29.505
V5,V4,iter3,sample,39.225
V6,V4,iter3,sample,49.445
V7,V4,iter3,sample,19.76
V8,V4,iter3,sample,14.135
V9,V4,iter3,sample,17.995
V10,V4,iter3,sample,18.585
T,V4,iter3,sample,0
V1,V5,iter3,sample,46.27
V2,V5,iter3,sample,41.105
V3,V5,iter3,sample,46.58
V4,V5,iter3,sample,38.04
V5,V5,iter3,sample,26.05
V6,V5,iter3,sample,22.98
V7,V5,iter3,sample,14.64
V8,V5,iter3,sample,15.895
V9,V5,iter3,sample,16.53
V10,V5,iter3,sample,13.35
T,V5,iter3,sample,0
V1,V6,iter3,sample,46.88
V2,V6,iter3,sample,39.06
V3,V6,iter3,sample,61.175
V4,V6,iter3,sample,44.25
V5,V6,iter3,sample,18.61
V6,V6,iter3,sample,30.62
V7,V6,iter3,sample,18.505
V8,V6,iter3,sample,17.05
V9,V6,iter3,sample,15.505
V10,V6,iter3,sample,20.535
T,V6,iter3,sample,0
V1,V7,iter3,sample,26.95
V2,V7,iter3,sample,26.465
V3,V7,iter3,sample,27.67
V4,V7,iter3,sample,26.285
V5,V7,iter3,sample,20.85
V6,V7,iter3,sample,24.035
V7,V7,iter3,sample,14.41
V8,V7,iter3,sample,17.04
V9,V7,iter3,sample,12.075
V10,V7,iter3,sample,13.75
T,V7,iter3,sample,0
V1,V8,iter3,sample,26.825
V2,V8,iter3,sample,27.53
V3,V8,iter3,sample,32.99
V4,V8,iter3,sample,24.365
V5,V8,iter3,sample,19.945
V6,V8,iter3,sample,20.555
V7,V8,iter3,sample,14.245
V8,V8,iter3,sample,15.165
V9,V8,iter3,sample,14.335
V10,V8,iter3,sample,14.655
T,V8,iter3,sample,0
V1,V9,iter3,sample,18.705
V2,V9,iter3,sample,19.09
V3,V9,iter3,sample,22.645
V4,V9,iter3,sample,19.49
V5,V9,iter3,sample,24.755
V6,V9,iter3,sample,28.915
V7,V9,iter3,sample,15.95
V8,V9,iter3,sample,12.285
V9,V9,iter3,sample,13.78
V10,V9,iter3,sample,12.155
T,V9,iter3,sample,0
V1,V10,iter3,sample,23.93
V2,V10,iter3,sample,22.675
V3,V10,iter3,sample,26.05
V4,V10,iter3,sample,22.79
V5,V10,iter3,sample,22
V6,V10,iter3,sample,25.605
V7,V10,iter3,sample,14.07
V8,V10,iter3,sample,11.345
V9,V10,iter3,sample,10.88
V10,V10,iter3,sample,12.885
T,V10,iter3,sample,0
V1,T,iter3,sample,46.3949999999999
V2,T,iter3,sample,57.4799999999999
V3,T,iter3,sample,47.0149999999998
V4,T,iter3,sample,56.2699999999999
V5,T,iter3,sample,46.68
V6,T,iter3,sample,45.5499999999999
V7,T,iter3,sample,52.8500000000001
V8,T,iter3,sample,55.6699999999998
V9,T,iter3,sample,46.3499999999999
V10,T,iter3,sample,45.7399999999998
T,T,iter3,sample,0
V1,V1,iter4,sample,49.815
V2,V1,iter4,sample,29.97
V3,V1,iter4,sample,60.12
V4,V1,iter4,sample,36.335
V5,V1,iter4,sample,65.61
V6,V1,iter4,sample,39.79
V7,V1,iter4,sample,16.82
V8,V1,iter4,sample,25.615
V9,V1,iter4,sample,16.555
V10,V1,iter4,sample,23.85
T,V1,iter4,sample,0
V1,V2,iter4,sample,26.09
V2,V2,iter4,sample,23.665
V3,V2,iter4,sample,46.085
V4,V2,iter4,sample,29.795
V5,V2,iter4,sample,52.145
V6,V2,iter4,sample,32.255
V7,V2,iter4,sample,12.61
V8,V2,iter4,sample,17.665
V9,V2,iter4,sample,15.135
V10,V2,iter4,sample,22.3
T,V2,iter4,sample,0
V1,V3,iter4,sample,48.175
V2,V3,iter4,sample,38.445
V3,V3,iter4,sample,30.805
V4,V3,iter4,sample,17.94
V5,V3,iter4,sample,59.4
V6,V3,iter4,sample,34.49
V7,V3,iter4,sample,16.65
V8,V3,iter4,sample,18.095
V9,V3,iter4,sample,19.79
V10,V3,iter4,sample,25.03
T,V3,iter4,sample,0
V1,V4,iter4,sample,34.56
V2,V4,iter4,sample,24.605
V3,V4,iter4,sample,24.165
V4,V4,iter4,sample,23.44
V5,V4,iter4,sample,48.22
V6,V4,iter4,sample,33.33
V7,V4,iter4,sample,16.275
V8,V4,iter4,sample,13.23
V9,V4,iter4,sample,17.53
V10,V4,iter4,sample,21.755
T,V4,iter4,sample,0
V1,V5,iter4,sample,49.59
V2,V5,iter4,sample,35.94
V3,V5,iter4,sample,61.225
V4,V5,iter4,sample,34.39
V5,V5,iter4,sample,23.395
V6,V5,iter4,sample,24.91
V7,V5,iter4,sample,15.71
V8,V5,iter4,sample,22.2
V9,V5,iter4,sample,17.64
V10,V5,iter4,sample,20.89
T,V5,iter4,sample,0
V1,V6,iter4,sample,35.545
V2,V6,iter4,sample,32.65
V3,V6,iter4,sample,45.015
V4,V6,iter4,sample,23.695
V5,V6,iter4,sample,17.2
V6,V6,iter4,sample,21.73
V7,V6,iter4,sample,16.63
V8,V6,iter4,sample,15.72
V9,V6,iter4,sample,20.01
V10,V6,iter4,sample,19.155
T,V6,iter4,sample,0
V1,V7,iter4,sample,30.17
V2,V7,iter4,sample,21.825
V3,V7,iter4,sample,23.065
V4,V7,iter4,sample,18.605
V5,V7,iter4,sample,19.985
V6,V7,iter4,sample,17.605
V7,V7,iter4,sample,10.87
V8,V7,iter4,sample,19.695
V9,V7,iter4,sample,15.305
V10,V7,iter4,sample,17
T,V7,iter4,sample,0
V1,V8,iter4,sample,29.325
V2,V8,iter4,sample,20.06
V3,V8,iter4,sample,24.89
V4,V8,iter4,sample,25.12
V5,V8,iter4,sample,32.03
V6,V8,iter4,sample,24.51
V7,V8,iter4,sample,13.735
V8,V8,iter4,sample,20.84
V9,V8,iter4,sample,21.74
V10,V8,iter4,sample,24.75
T,V8,iter4,sample,0
V1,V9,iter4,sample,36.145
V2,V9,iter4,sample,22.57
V3,V9,iter4,sample,24.935
V4,V9,iter4,sample,17.23
V5,V9,iter4,sample,30.83
V6,V9,iter4,sample,24.745
V7,V9,iter4,sample,10.88
V8,V9,iter4,sample,18.61
V9,V9,iter4,sample,19.96
V10,V9,iter4,sample,23.08
T,V9,iter4,sample,0
V1,V10,iter4,sample,35.015
V2,V10,iter4,sample,28.295
V3,V10,iter4,sample,45.585
V4,V10,iter4,sample,25.58
V5,V10,iter4,sample,36.965
V6,V10,iter4,sample,26.235
V7,V10,iter4,sample,15.72
V8,V10,iter4,sample,17.55
V9,V10,iter4,sample,18.765
V10,V10,iter4,sample,17.94
T,V10,iter4,sample,0
V1,T,iter4,sample,54.0499999999999
V2,T,iter4,sample,46.7200000000001
V3,T,iter4,sample,47.93
V4,T,iter4,sample,44.98
V5,T,iter4,sample,47.11
V6,T,iter4,sample,48.7499999999998
V7,T,iter4,sample,54.2249999999998
V8,T,iter4,sample,51.7799999999999
V9,T,iter4,sample,48.555
V10,T,iter4,sample,55.8999999999999
T,T,iter4,sample,0
V1,V1,iter5,sample,18.35
V2,V1,iter5,sample,13.83
V3,V1,iter5,sample,32.415
V4,V1,iter5,sample,35.76
V5,V1,iter5,sample,30.54
V6,V1,iter5,sample,29.11
V7,V1,iter5,sample,19.625
V8,V1,iter5,sample,11.81
V9,V1,iter5,sample,19.93
V10,V1,iter5,sample,8.865
T,V1,iter5,sample,0
V1,V2,iter5,sample,15.69
V2,V2,iter5,sample,24.955
V3,V2,iter5,sample,48.29
V4,V2,iter5,sample,55.955
V5,V2,iter5,sample,43.32
V6,V2,iter5,sample,43.79
V7,V2,iter5,sample,16.405
V8,V2,iter5,sample,12.785
V9,V2,iter5,sample,20.555
V10,V2,iter5,sample,16.615
T,V2,iter5,sample,0
V1,V3,iter5,sample,41.67
V2,V3,iter5,sample,48.48
V3,V3,iter5,sample,31.415
V4,V3,iter5,sample,26.04
V5,V3,iter5,sample,48.2
V6,V3,iter5,sample,36.925
V7,V3,iter5,sample,22.91
V8,V3,iter5,sample,20.405
V9,V3,iter5,sample,20.875
V10,V3,iter5,sample,18.09
T,V3,iter5,sample,0
V1,V4,iter5,sample,43.21
V2,V4,iter5,sample,46.1
V3,V4,iter5,sample,23.545
V4,V4,iter5,sample,24.315
V5,V4,iter5,sample,43.64
V6,V4,iter5,sample,37.685
V7,V4,iter5,sample,25.3
V8,V4,iter5,sample,15.87
V9,V4,iter5,sample,17.755
V10,V4,iter5,sample,15.89
T,V4,iter5,sample,0
V1,V5,iter5,sample,39.45
V2,V5,iter5,sample,51.22
V3,V5,iter5,sample,45.545
V4,V5,iter5,sample,53.95
V5,V5,iter5,sample,24.245
V6,V5,iter5,sample,20.525
V7,V5,iter5,sample,20.3
V8,V5,iter5,sample,22.405
V9,V5,iter5,sample,19.635
V10,V5,iter5,sample,16.575
T,V5,iter5,sample,0
V1,V6,iter5,sample,32.46
V2,V6,iter5,sample,52.215
V3,V6,iter5,sample,44.595
V4,V6,iter5,sample,37.175
V5,V6,iter5,sample,28.93
V6,V6,iter5,sample,28.785
V7,V6,iter5,sample,19.805
V8,V6,iter5,sample,19.905
V9,V6,iter5,sample,21.91
V10,V6,iter5,sample,18.33
T,V6,iter5,sample,0
V1,V7,iter5,sample,24.995
V2,V7,iter5,sample,31.98
V3,V7,iter5,sample,26.275
V4,V7,iter5,sample,27.825
V5,V7,iter5,sample,34.675
V6,V7,iter5,sample,34.48
V7,V7,iter5,sample,21.395
V8,V7,iter5,sample,19.095
V9,V7,iter5,sample,21.295
V10,V7,iter5,sample,14.64
T,V7,iter5,sample,0
V1,V8,iter5,sample,22.075
V2,V8,iter5,sample,28.255
V3,V8,iter5,sample,25.4
V4,V8,iter5,sample,19.05
V5,V8,iter5,sample,26.595
V6,V8,iter5,sample,26.29
V7,V8,iter5,sample,19.015
V8,V8,iter5,sample,14.59
V9,V8,iter5,sample,19.93
V10,V8,iter5,sample,13.935
T,V8,iter5,sample,0
V1,V9,iter5,sample,25.985
V2,V9,iter5,sample,33.37
V3,V9,iter5,sample,23.355
V4,V9,iter5,sample,30.77
V5,V9,iter5,sample,28.06
V6,V9,iter5,sample,27.315
V7,V9,iter5,sample,23.925
V8,V9,iter5,sample,14.545
V9,V9,iter5,sample,19.295
V10,V9,iter5,sample,17.25
T,V9,iter5,sample,0
V1,V10,iter5,sample,17.905
V2,V10,iter5,sample,23.47
V3,V10,iter5,sample,26.39
V4,V10,iter5,sample,26.74
V5,V10,iter5,sample,24.925
V6,V10,iter5,sample,16.235
V7,V10,iter5,sample,13.91
V8,V10,iter5,sample,11.835
V9,V10,iter5,sample,14.79
V10,V10,iter5,sample,7.345
T,V10,iter5,sample,0
V1,T,iter5,sample,40.4449999999999
V2,T,iter5,sample,46.4850000000001
V3,T,iter5,sample,55.7849999999998
V4,T,iter5,sample,49.7299999999999
V5,T,iter5,sample,50.7199999999999
V6,T,iter5,sample,51.97
V7,T,iter5,sample,54.0649999999999
V8,T,iter5,sample,54.8899999999998
V9,T,iter5,sample,53.9
V10,T,iter5,sample,42.01
T,T,iter5,sample,0
V1,V1,iter6,sample,37.385
V2,V1,iter6,sample,23.805
V3,V1,iter6,sample,51.09
V4,V1,iter6,sample,35.655
V5,V1,iter6,sample,37.23
V6,V1,iter6,sample,44.285
V7,V1,iter6,sample,14.05
V8,V1,iter6,sample,17.97
V9,V1,iter6,sample,18.43
V10,V1,iter6,sample,14.12
T,V1,iter6,sample,0
V1,V2,iter6,sample,23.9
V2,V2,iter6,sample,23.48
V3,V2,iter6,sample,55.68
V4,V2,iter6,sample,41.71
V5,V2,iter6,sample,32.445
V6,V2,iter6,sample,42.335
V7,V2,iter6,sample,15.13
V8,V2,iter6,sample,16.96
V9,V2,iter6,sample,14.67
V10,V2,iter6,sample,18.435
T,V2,iter6,sample,0
V1,V3,iter6,sample,47.115
V2,V3,iter6,sample,49.595
V3,V3,iter6,sample,35.8
V4,V3,iter6,sample,28.05
V5,V3,iter6,sample,48.08
V6,V3,iter6,sample,55.075
V7,V3,iter6,sample,24.885
V8,V3,iter6,sample,20.855
V9,V3,iter6,sample,23.125
V10,V3,iter6,sample,13.265
T,V3,iter6,sample,0
V1,V4,iter6,sample,47.34
V2,V4,iter6,sample,45.4
V3,V4,iter6,sample,38.89
V4,V4,iter6,sample,27.985
V5,V4,iter6,sample,42.745
V6,V4,iter6,sample,48.1750000000001
V7,V4,iter6,sample,18.405
V8,V4,iter6,sample,20.47
V9,V4,iter6,sample,16.79
V10,V4,iter6,sample,19.81
T,V4,iter6,sample,0
V1,V5,iter6,sample,52.82
V2,V5,iter6,sample,45.405
V3,V5,iter6,sample,50.735
V4,V5,iter6,sample,38.215
V5,V5,iter6,sample,39.23
V6,V5,iter6,sample,32.515
V7,V5,iter6,sample,25.405
V8,V5,iter6,sample,20.79
V9,V5,iter6,sample,22.26
V10,V5,iter6,sample,19.995
T,V5,iter6,sample,0
V1,V6,iter6,sample,49
V2,V6,iter6,sample,56.59
V3,V6,iter6,sample,57.285
V4,V6,iter6,sample,33.64
V5,V6,iter6,sample,29.475
V6,V6,iter6,sample,28.095
V7,V6,iter6,sample,13.56
V8,V6,iter6,sample,15.71
V9,V6,iter6,sample,22.12
V10,V6,iter6,sample,14.93
T,V6,iter6,sample,0
V1,V7,iter6,sample,26
V2,V7,iter6,sample,17.67
V3,V7,iter6,sample,30.725
V4,V7,iter6,sample,26.74
V5,V7,iter6,sample,28.135
V6,V7,iter6,sample,29.505
V7,V7,iter6,sample,15.98
V8,V7,iter6,sample,14.125
V9,V7,iter6,sample,14.02
V10,V7,iter6,sample,12.03
T,V7,iter6,sample,0
V1,V8,iter6,sample,22.33
V2,V8,iter6,sample,25.455
V3,V8,iter6,sample,30.45
V4,V8,iter6,sample,24.465
V5,V8,iter6,sample,30.725
V6,V8,iter6,sample,24.555
V7,V8,iter6,sample,14.34
V8,V8,iter6,sample,17.265
V9,V8,iter6,sample,16.165
V10,V8,iter6,sample,14.52
T,V8,iter6,sample,0
V1,V9,iter6,sample,25.98
V2,V9,iter6,sample,28.07
V3,V9,iter6,sample,29.415
V4,V9,iter6,sample,23.735
V5,V9,iter6,sample,31.18
V6,V9,iter6,sample,33.665
V7,V9,iter6,sample,14.545
V8,V9,iter6,sample,11.985
V9,V9,iter6,sample,16.77
V10,V9,iter6,sample,16.545
T,V9,iter6,sample,0
V1,V10,iter6,sample,19.345
V2,V10,iter6,sample,20.81
V3,V10,iter6,sample,26.645
V4,V10,iter6,sample,24.89
V5,V10,iter6,sample,28.275
V6,V10,iter6,sample,23.235
V7,V10,iter6,sample,12.785
V8,V10,iter6,sample,14.455
V9,V10,iter6,sample,17.555
V10,V10,iter6,sample,15.96
T,V10,iter6,sample,0
V1,T,iter6,sample,43.8049999999999
V2,T,iter6,sample,42.4650000000001
V3,T,iter6,sample,51.13
V4,T,iter6,sample,51.9249999999999
V5,T,iter6,sample,57.8499999999998
V6,T,iter6,sample,50.965
V7,T,iter6,sample,46.845
V8,T,iter6,sample,52.6849999999999
V9,T,iter6,sample,51.9849999999999
V10,T,iter6,sample,50.3449999999998
T,T,iter6,sample,0
V1,V1,iter7,sample,25.425
V2,V1,iter7,sample,20.085
V3,V1,iter7,sample,50.08
V4,V1,iter7,sample,35.095
V5,V1,iter7,sample,52.58
V6,V1,iter7,sample,40.325
V7,V1,iter7,sample,14.585
V8,V1,iter7,sample,16.72
V9,V1,iter7,sample,19.665
V10,V1,iter7,sample,18.03
T,V1,iter7,sample,0
V1,V2,iter7,sample,18.275
V2,V2,iter7,sample,27.985
V3,V2,iter7,sample,51.33
V4,V2,iter7,sample,42.015
V5,V2,iter7,sample,52.205
V6,V2,iter7,sample,36.23
V7,V2,iter7,sample,17.055
V8,V2,iter7,sample,17.115
V9,V2,iter7,sample,19.1
V10,V2,iter7,sample,17.295
T,V2,iter7,sample,0
V1,V3,iter7,sample,41.385
V2,V3,iter7,sample,40.69
V3,V3,iter7,sample,36.765
V4,V3,iter7,sample,21.77
V5,V3,iter7,sample,67.865
V6,V3,iter7,sample,42.365
V7,V3,iter7,sample,17.37
V8,V3,iter7,sample,15.35
V9,V3,iter7,sample,14.75
V10,V3,iter7,sample,20.9
T,V3,iter7,sample,0
V1,V4,iter7,sample,45.2
V2,V4,iter7,sample,42.13
V3,V4,iter7,sample,28.585
V4,V4,iter7,sample,19.965
V5,V4,iter7,sample,50.09
V6,V4,iter7,sample,34.735
V7,V4,iter7,sample,16.89
V8,V4,iter7,sample,20.285
V9,V4,iter7,sample,18.755
V10,V4,iter7,sample,17.855
T,V4,iter7,sample,0
V1,V5,iter7,sample,37.795
V2,V5,iter7,sample,46.54
V3,V5,iter7,sample,59.84
V4,V5,iter7,sample,44.235
V5,V5,iter7,sample,33.325
V6,V5,iter7,sample,32.895
V7,V5,iter7,sample,17.69
V8,V5,iter7,sample,20.335
V9,V5,iter7,sample,24.405
V10,V5,iter7,sample,24.155
T,V5,iter7,sample,0
V1,V6,iter7,sample,29.375
V2,V6,iter7,sample,34.65
V3,V6,iter7,sample,53.645
V4,V6,iter7,sample,42.925
V5,V6,iter7,sample,45.5
V6,V6,iter7,sample,23.905
V7,V6,iter7,sample,17.135
V8,V6,iter7,sample,14.755
V9,V6,iter7,sample,17.52
V10,V6,iter7,sample,12.065
T,V6,iter7,sample,0
V1,V7,iter7,sample,18.75
V2,V7,iter7,sample,26.61
V3,V7,iter7,sample,28.74
V4,V7,iter7,sample,26.44
V5,V7,iter7,sample,24.065
V6,V7,iter7,sample,18.79
V7,V7,iter7,sample,14.66
V8,V7,iter7,sample,12.56
V9,V7,iter7,sample,20.25
V10,V7,iter7,sample,13.465
T,V7,iter7,sample,0
V1,V8,iter7,sample,29.775
V2,V8,iter7,sample,28.41
V3,V8,iter7,sample,19.17
V4,V8,iter7,sample,23.095
V5,V8,iter7,sample,27.645
V6,V8,iter7,sample,19.12
V7,V8,iter7,sample,13.155
V8,V8,iter7,sample,22.69
V9,V8,iter7,sample,18.27
V10,V8,iter7,sample,17.375
T,V8,iter7,sample,0
V1,V9,iter7,sample,29.055
V2,V9,iter7,sample,28.765
V3,V9,iter7,sample,26.79
V4,V9,iter7,sample,28.395
V5,V9,iter7,sample,33.03
V6,V9,iter7,sample,28.415
V7,V9,iter7,sample,18.32
V8,V9,iter7,sample,15.01
V9,V9,iter7,sample,23.325
V10,V9,iter7,sample,15.32
T,V9,iter7,sample,0
V1,V10,iter7,sample,26.85
V2,V10,iter7,sample,29.46
V3,V10,iter7,sample,24.435
