"node_from","node_to","iteration","edge_type","value"
"V3","V10","iter1","present",114
"V4","V10","iter1","present",52
"V5","V10","iter1","present",44
"V6","V10","iter1","present",70
"V7","V10","iter1","present",40
"V8","V10","iter1","present",51
"V9","V10","iter1","present",33
"V10","V10","iter1","present",51
"V11","V10","iter1","present",58
"V12","V10","iter1","present",51
"V13","V10","iter1","present",73
"T","V10","iter1","present",0
"V1","V11","iter1","present",148
"V2","V11","iter1","present",186
"V3","V11","iter1","present",117
"V4","V11","iter1","present",83
"V5","V11","iter1","present",59
"V6","V11","iter1","present",67
"V7","V11","iter1","present",46
"V8","V11","iter1","present",49
"V9","V11","iter1","present",45
"V10","V11","iter1","present",60
"V11","V11","iter1","present",63
"V12","V11","iter1","present",43
"V13","V11","iter1","present",89
"T","V11","iter1","present",0
"V1","V12","iter1","present",146
"V2","V12","iter1","present",141
"V3","V12","iter1","present",127
"V4","V12","iter1","present",70
"V5","V12","iter1","present",61
"V6","V12","iter1","present",64
"V7","V12","iter1","present",45
"V8","V12","iter1","present",52
"V9","V12","iter1","present",58
"V10","V12","iter1","present",50
"V11","V12","iter1","present",64
"V12","V12","iter1","present",91
"V13","V12","iter1","present",103
"T","V12","iter1","present",0
"V1","V13","iter1","present",197
"V2","V13","iter1","present",236
"V3","V13","iter1","present",146
"V4","V13","iter1","present",77
"V5","V13","iter1","present",99
"V6","V13","iter1","present",64
"V7","V13","iter1","present",49
"V8","V13","iter1","present",54
"V9","V13","iter1","present",70
"V10","V13","iter1","present",49
"V11","V13","iter1","present",81
"V12","V13","iter1","present",77
"V13","V13","iter1","present",105
"T","V13","iter1","present",0
"V1","T","iter1","present",1401
"V2","T","iter1","present",1263
"V3","T","iter1","present",1300
"V4","T","iter1","present",1278
"V5","T","iter1","present",1314
"V6","T","iter1","present",1224
"V7","T","iter1","present",1166
"V8","T","iter1","present",1190
"V9","T","iter1","present",1115
"V10","T","iter1","present",1148
"V11","T","iter1","present",1244
"V12","T","iter1","present",1254
"V13","T","iter1","present",1320
"T","T","iter1","present",0
"V1","V1","iter2","present",130
"V2","V1","iter2","present",174
"V3","V1","iter2","present",216
"V4","V1","iter2","present",72
"V5","V1","iter2","present",73
"V6","V1","iter2","present",69
"V7","V1","iter2","present",98
"V8","V1","iter2","present",85
"V9","V1","iter2","present",69
"V10","V1","iter2","present",80
"V11","V1","iter2","present",68
"V12","V1","iter2","present",79
"V13","V1","iter2","present",74
"T","V1","iter2","present",0
"V1","V2","iter2","present",203
"V2","V2","iter2","present",149
"V3","V2","iter2","present",219
"V4","V2","iter2","present",89
"V5","V2","iter2","present",100
"V6","V2","iter2","present",101
"V7","V2","iter2","present",94
"V8","V2","iter2","present",71
"V9","V2","iter2","present",90
"V10","V2","iter2","present",59
"V11","V2","iter2","present",75
"V12","V2","iter2","present",96
"V13","V2","iter2","present",69
"T","V2","iter2","present",0
"V1","V3","iter2","present",201
"V2","V3","iter2","present",181
"V3","V3","iter2","present",207
"V4","V3","iter2","present",85
"V5","V3","iter2","present",101
"V6","V3","iter2","present",105
"V7","V3","iter2","present",107
"V8","V3","iter2","present",124
"V9","V3","iter2","present",110
"V10","V3","iter2","present",103
"V11","V3","iter2","present",88
"V12","V3","iter2","present",104
"V13","V3","iter2","present",91
"T","V3","iter2","present",0
"V1","V4","iter2","present",103
"V2","V4","iter2","present",131
"V3","V4","iter2","present",153
"V4","V4","iter2","present",81
"V5","V4","iter2","present",58
"V6","V4","iter2","present",77
"V7","V4","iter2","present",75
"V8","V4","iter2","present",81
"V9","V4","iter2","present",64
"V10","V4","iter2","present",51
"V11","V4","iter2","present",62
"V12","V4","iter2","present",66
"V13","V4","iter2","present",61
"T","V4","iter2","present",0
"V1","V5","iter2","present",79
"V2","V5","iter2","present",107
"V3","V5","iter2","present",165
"V4","V5","iter2","present",67
"V5","V5","iter2","present",75
"V6","V5","iter2","present",99
"V7","V5","iter2","present",75
"V8","V5","iter2","present",71
"V9","V5","iter2","present",73
"V10","V5","iter2","present",42
"V11","V5","iter2","present",59
"V12","V5","iter2","present",70
"V13","V5","iter2","present",61
"T","V5","iter2","present",0
"V1","V6","iter2","present",167
"V2","V6","iter2","present",169
"V3","V6","iter2","present",130
"V4","V6","iter2","present",69
"V5","V6","iter2","present",75
"V6","V6","iter2","present",87
"V7","V6","iter2","present",65
"V8","V6","iter2","present",76
"V9","V6","iter2","present",89
"V10","V6","iter2","present",54
"V11","V6","iter2","present",46
"V12","V6","iter2","present",76
"V13","V6","iter2","present",70
"T","V6","iter2","present",0
"V1","V7","iter2","present",110
"V2","V7","iter2","present",175
"V3","V7","iter2","present",179
"V4","V7","iter2","present",76
"V5","V7","iter2","present",86
"V6","V7","iter2","present",70
"V7","V7","iter2","present",102
"V8","V7","iter2","present",77
"V9","V7","iter2","present",82
"V10","V7","iter2","present",53
"V11","V7","iter2","present",60
"V12","V7","iter2","present",65
"V13","V7","iter2","present",72
"T","V7","iter2","present",0
"V1","V8","iter2","present",118
"V2","V8","iter2","present",124
"V3","V8","iter2","present",171
"V4","V8","iter2","present",93
"V5","V8","iter2","present",62
"V6","V8","iter2","present",97
"V7","V8","iter2","present",75
"V8","V8","iter2","present",82
"V9","V8","iter2","present",76
"V10","V8","iter2","present",50
"V11","V8","iter2","present",72
"V12","V8","iter2","present",81
"V13","V8","iter2","present",54
"T","V8","iter2","present",0
"V1","V9","iter2","present",134
"V2","V9","iter2","present",107
"V3","V9","iter2","present",149
"V4","V9","iter2","present",77
"V5","V9","iter2","present",54
"V6","V9","iter2","present",97
"V7","V9","iter2","present",75
"V8","V9","iter2","present",104
"V9","V9","iter2","present",67
"V10","V9","iter2","present",53
"V11","V9","iter2","present",62
"V12","V9","iter2","present",70
"V13","V9","iter2","present",82
"T","V9","iter2","present",0
"V1","V10","iter2","present",105
"V2","V10","iter2","present",113
"V3","V10","iter2","present",102
"V4","V10","iter2","present",48
"V5","V10","iter2","present",53
"V6","V10","iter2","present",61
"V7","V10","iter2","present",83
"V8","V10","iter2","present",64
"V9","V10","iter2","present",57
"V10","V10","iter2","present",45
"V11","V10","iter2","present",50
"V12","V10","iter2","present",59
"V13","V10","iter2","present",52
"T","V10","iter2","present",0
"V1","V11","iter2","present",105
"V2","V11","iter2","present",144
"V3","V11","iter2","present",121
"V4","V11","iter2","present",73
"V5","V11","iter2","present",52
"V6","V11","iter2","present",56
"V7","V11","iter2","present",75
"V8","V11","iter2","present",78
"V9","V11","iter2","present",62
"V10","V11","iter2","present",45
"V11","V11","iter2","present",66
"V12","V11","iter2","present",58
"V13","V11","iter2","present",81
"T","V11","iter2","present",0
"V1","V12","iter2","present",135
"V2","V12","iter2","present",108
"V3","V12","iter2","present",157
"V4","V12","iter2","present",79
"V5","V12","iter2","present",49
"V6","V12","iter2","present",72
"V7","V12","iter2","present",80
"V8","V12","iter2","present",89
"V9","V12","iter2","present",52
"V10","V12","iter2","present",67
"V11","V12","iter2","present",71
"V12","V12","iter2","present",66
"V13","V12","iter2","present",77
"T","V12","iter2","present",0
"V1","V13","iter2","present",131
"V2","V13","iter2","present",136
"V3","V13","iter2","present",146
"V4","V13","iter2","present",54
"V5","V13","iter2","present",59
"V6","V13","iter2","present",87
"V7","V13","iter2","present",62
"V8","V13","iter2","present",68
"V9","V13","iter2","present",67
"V10","V13","iter2","present",48
"V11","V13","iter2","present",66
"V12","V13","iter2","present",82
"V13","V13","iter2","present",54
"T","V13","iter2","present",0
"V1","T","iter2","present",1097
"V2","T","iter2","present",1204
"V3","T","iter2","present",1373
"V4","T","iter2","present",1177
"V5","T","iter2","present",1203
"V6","T","iter2","present",1300
"V7","T","iter2","present",1376
"V8","T","iter2","present",1250
"V9","T","iter2","present",1320
"V10","T","iter2","present",1120
"V11","T","iter2","present",1231
"V12","T","iter2","present",1246
"V13","T","iter2","present",1254
"T","T","iter2","present",0
"V1","V1","iter3","present",162
"V2","V1","iter3","present",203
"V3","V1","iter3","present",146
"V4","V1","iter3","present",91
"V5","V1","iter3","present",73
"V6","V1","iter3","present",59
"V7","V1","iter3","present",85
"V8","V1","iter3","present",69
"V9","V1","iter3","present",171
"V10","V1","iter3","present",109
"V11","V1","iter3","present",77
"V12","V1","iter3","present",70
"V13","V1","iter3","present",111
"T","V1","iter3","present",0
"V1","V2","iter3","present",215
"V2","V2","iter3","present",189
"V3","V2","iter3","present",172
"V4","V2","iter3","present",106
"V5","V2","iter3","present",88
"V6","V2","iter3","present",75
"V7","V2","iter3","present",59
"V8","V2","iter3","present",71
"V9","V2","iter3","present",154
"V10","V2","iter3","present",122
"V11","V2","iter3","present",79
"V12","V2","iter3","present",59
"V13","V2","iter3","present",97
"T","V2","iter3","present",0
"V1","V3","iter3","present",194
"V2","V3","iter3","present",195
"V3","V3","iter3","present",116
"V4","V3","iter3","present",56
"V5","V3","iter3","present",76
"V6","V3","iter3","present",69
"V7","V3","iter3","present",63
"V8","V3","iter3","present",63
"V9","V3","iter3","present",110
"V10","V3","iter3","present",111
"V11","V3","iter3","present",66
"V12","V3","iter3","present",78
"V13","V3","iter3","present",109
"T","V3","iter3","present",0
"V1","V4","iter3","present",102
"V2","V4","iter3","present",147
"V3","V4","iter3","present",111
"V4","V4","iter3","present",54
"V5","V4","iter3","present",53
"V6","V4","iter3","present",53
"V7","V4","iter3","present",50
"V8","V4","iter3","present",54
"V9","V4","iter3","present",95
"V10","V4","iter3","present",67
"V11","V4","iter3","present",60
"V12","V4","iter3","present",45
"V13","V4","iter3","present",74
"T","V4","iter3","present",0
"V1","V5","iter3","present",129
"V2","V5","iter3","present",142
"V3","V5","iter3","present",104
"V4","V5","iter3","present",49
"V5","V5","iter3","present",61
"V6","V5","iter3","present",47
"V7","V5","iter3","present",54
"V8","V5","iter3","present",62
"V9","V5","iter3","present",111
"V10","V5","iter3","present",91
"V11","V5","iter3","present",57
"V12","V5","iter3","present",62
"V13","V5","iter3","present",58
"T","V5","iter3","present",0
"V1","V6","iter3","present",104
"V2","V6","iter3","present",96
"V3","V6","iter3","present",106
"V4","V6","iter3","present",41
"V5","V6","iter3","present",39
"V6","V6","iter3","present",39
"V7","V6","iter3","present",43
"V8","V6","iter3","present",39
"V9","V6","iter3","present",117
"V10","V6","iter3","present",75
"V11","V6","iter3","present",61
"V12","V6","iter3","present",69
"V13","V6","iter3","present",68
"T","V6","iter3","present",0
"V1","V7","iter3","present",112
"V2","V7","iter3","present",96
"V3","V7","iter3","present",129
"V4","V7","iter3","present",41
"V5","V7","iter3","present",50
"V6","V7","iter3","present",49
"V7","V7","iter3","present",61
"V8","V7","iter3","present",46
"V9","V7","iter3","present",97
"V10","V7","iter3","present",83
"V11","V7","iter3","present",60
"V12","V7","iter3","present",57
"V13","V7","iter3","present",76
"T","V7","iter3","present",0
"V1","V8","iter3","present",113
"V2","V8","iter3","present",106
"V3","V8","iter3","present",122
"V4","V8","iter3","present",48
"V5","V8","iter3","present",76
"V6","V8","iter3","present",52
"V7","V8","iter3","present",35
"V8","V8","iter3","present",76
"V9","V8","iter3","present",111
"V10","V8","iter3","present",94
"V11","V8","iter3","present",49
"V12","V8","iter3","present",59
"V13","V8","iter3","present",85
"T","V8","iter3","present",0
"V1","V9","iter3","present",246
"V2","V9","iter3","present",179
"V3","V9","iter3","present",221
"V4","V9","iter3","present",73
"V5","V9","iter3","present",97
"V6","V9","iter3","present",69
"V7","V9","iter3","present",82
"V8","V9","iter3","present",84
"V9","V9","iter3","present",151
"V10","V9","iter3","present",100
"V11","V9","iter3","present",86
"V12","V9","iter3","present",85
"V13","V9","iter3","present",113
"T","V9","iter3","present",0
"V1","V10","iter3","present",125
"V2","V10","iter3","present",226
"V3","V10","iter3","present",109
"V4","V10","iter3","present",57
"V5","V10","iter3","present",68
"V6","V10","iter3","present",64
"V7","V10","iter3","present",50
"V8","V10","iter3","present",68
"V9","V10","iter3","present",135
"V10","V10","iter3","present",108
"V11","V10","iter3","present",67
"V12","V10","iter3","present",71
"V13","V10","iter3","present",79
"T","V10","iter3","present",0
"V1","V11","iter3","present",124
"V2","V11","iter3","present",147
"V3","V11","iter3","present",100
"V4","V11","iter3","present",73
"V5","V11","iter3","present",69
"V6","V11","iter3","present",37
"V7","V11","iter3","present",46
"V8","V11","iter3","present",56
"V9","V11","iter3","present",99
"V10","V11","iter3","present",83
"V11","V11","iter3","present",56
"V12","V11","iter3","present",63
"V13","V11","iter3","present",78
"T","V11","iter3","present",0
"V1","V12","iter3","present",100
"V2","V12","iter3","present",97
"V3","V12","iter3","present",137
"V4","V12","iter3","present",47
"V5","V12","iter3","present",63
"V6","V12","iter3","present",70
"V7","V12","iter3","present",64
"V8","V12","iter3","present",57
"V9","V12","iter3","present",116
"V10","V12","iter3","present",70
"V11","V12","iter3","present",41
"V12","V12","iter3","present",71
"V13","V12","iter3","present",76
"T","V12","iter3","present",0
"V1","V13","iter3","present",196
"V2","V13","iter3","present",141
"V3","V13","iter3","present",130
"V4","V13","iter3","present",54
"V5","V13","iter3","present",69
"V6","V13","iter3","present",56
"V7","V13","iter3","present",50
"V8","V13","iter3","present",62
"V9","V13","iter3","present",128
"V10","V13","iter3","present",89
"V11","V13","iter3","present",66
"V12","V13","iter3","present",63
"V13","V13","iter3","present",99
"T","V13","iter3","present",0
"V1","T","iter3","present",1254
"V2","T","iter3","present",1246
"V3","T","iter3","present",1075
"V4","T","iter3","present",1198
"V5","T","iter3","present",1200
"V6","T","iter3","present",1083
"V7","T","iter3","present",1210
"V8","T","iter3","present",1249
"V9","T","iter3","present",1589
"V10","T","iter3","present",1298
"V11","T","iter3","present",1267
"V12","T","iter3","present",1178
"V13","T","iter3","present",1299
"T","T","iter3","present",0
"V1","V1","iter4","present",121
"V2","V1","iter4","present",185
"V3","V1","iter4","present",189
"V4","V1","iter4","present",93
"V5","V1","iter4","present",84
"V6","V1","iter4","present",79
"V7","V1","iter4","present",73
"V8","V1","iter4","present",92
"V9","V1","iter4","present",98
"V10","V1","iter4","present",60
"V11","V1","iter4","present",99
"V12","V1","iter4","present",103
"V13","V1","iter4","present",83
"T","V1","iter4","present",0
"V1","V2","iter4","present",192
"V2","V2","iter4","present",162
"V3","V2","iter4","present",193
"V4","V2","iter4","present",75
"V5","V2","iter4","present",90
"V6","V2","iter4","present",81
"V7","V2","iter4","present",84
"V8","V2","iter4","present",118
"V9","V2","iter4","present",95
"V10","V2","iter4","present",85
"V11","V2","iter4","present",79
"V12","V2","iter4","present",77
"V13","V2","iter4","present",72
"T","V2","iter4","present",0
"V1","V3","iter4","present",170
"V2","V3","iter4","present",194
"V3","V3","iter4","present",140
"V4","V3","iter4","present",89
"V5","V3","iter4","present",81
"V6","V3","iter4","present",85
"V7","V3","iter4","present",57
"V8","V3","iter4","present",113
"V9","V3","iter4","present",95
"V10","V3","iter4","present",61
"V11","V3","iter4","present",105
"V12","V3","iter4","present",118
"V13","V3","iter4","present",62
"T","V3","iter4","present",0
"V1","V4","iter4","present",117
"V2","V4","iter4","present",117
"V3","V4","iter4","present",145
"V4","V4","iter4","present",65
"V5","V4","iter4","present",56
"V6","V4","iter4","present",75
"V7","V4","iter4","present",51
"V8","V4","iter4","present",85
"V9","V4","iter4","present",88
"V10","V4","iter4","present",60
"V11","V4","iter4","present",76
"V12","V4","iter4","present",83
"V13","V4","iter4","present",58
"T","V4","iter4","present",0
"V1","V5","iter4","present",103
"V2","V5","iter4","present",111
"V3","V5","iter4","present",112
"V4","V5","iter4","present",46
"V5","V5","iter4","present",51
"V6","V5","iter4","present",58
"V7","V5","iter4","present",56
"V8","V5","iter4","present",72
"V9","V5","iter4","present",67
"V10","V5","iter4","present",51
"V11","V5","iter4","present",74
"V12","V5","iter4","present",75
"V13","V5","iter4","present",60
"T","V5","iter4","present",0
"V1","V6","iter4","present",123
"V2","V6","iter4","present",99
"V3","V6","iter4","present",117
"V4","V6","iter4","present",72
"V5","V6","iter4","present",58
"V6","V6","iter4","present",56
"V7","V6","iter4","present",63
"V8","V6","iter4","present",123
"V9","V6","iter4","present",85
"V10","V6","iter4","present",62
"V11","V6","iter4","present",72
"V12","V6","iter4","present",83
"V13","V6","iter4","present",83
"T","V6","iter4","present",0
"V1","V7","iter4","present",103
"V2","V7","iter4","present",171
"V3","V7","iter4","present",100
"V4","V7","iter4","present",71
"V5","V7","iter4","present",50
"V6","V7","iter4","present",53
"V7","V7","iter4","present",65
"V8","V7","iter4","present",82
"V9","V7","iter4","present",72
"V10","V7","iter4","present",56
"V11","V7","iter4","present",72
"V12","V7","iter4","present",82
"V13","V7","iter4","present",59
"T","V7","iter4","present",0
"V1","V8","iter4","present",128
"V2","V8","iter4","present",178
"V3","V8","iter4","present",139
"V4","V8","iter4","present",69
"V5","V8","iter4","present",48
"V6","V8","iter4","present",97
"V7","V8","iter4","present",79
"V8","V8","iter4","present",97
"V9","V8","iter4","present",93
"V10","V8","iter4","present",62
"V11","V8","iter4","present",96
"V12","V8","iter4","present",98
"V13","V8","iter4","present",75
"T","V8","iter4","present",0
"V1","V9","iter4","present",136
"V2","V9","iter4","present",154
"V3","V9","iter4","present",140
"V4","V9","iter4","present",67
"V5","V9","iter4","present",72
"V6","V9","iter4","present",81
"V7","V9","iter4","present",80
"V8","V9","iter4","present",93
"V9","V9","iter4","present",82
"V10","V9","iter4","present",49
"V11","V9","iter4","present",74
"V12","V9","iter4","present",90
"V13","V9","iter4","present",57
"T","V9","iter4","present",0
"V1","V10","iter4","present",128
"V2","V10","iter4","present",124
"V3","V10","iter4","present",99
"V4","V10","iter4","present",49
"V5","V10","iter4","present",44
"V6","V10","iter4","present",49
"V7","V10","iter4","present",56
"V8","V10","iter4","present",65
"V9","V10","iter4","present",69
"V10","V10","iter4","present",56
"V11","V10","iter4","present",61
"V12","V10","iter4","present",89
"V13","V10","iter4","present",70
"T","V10","iter4","present",0
"V1","V11","iter4","present",129
"V2","V11","iter4","present",122
"V3","V11","iter4","present",182
"V4","V11","iter4","present",63
"V5","V11","iter4","present",68
"V6","V11","iter4","present",77
"V7","V11","iter4","present",67
"V8","V11","iter4","present",104
"V9","V11","iter4","present",77
"V10","V11","iter4","present",68
"V11","V11","iter4","present",80
"V12","V11","iter4","present",76
"V13","V11","iter4","present",63
"T","V11","iter4","present",0
"V1","V12","iter4","present",134
"V2","V12","iter4","present",141
"V3","V12","iter4","present",125
"V4","V12","iter4","present",79
"V5","V12","iter4","present",58
"V6","V12","iter4","present",85
"V7","V12","iter4","present",78
"V8","V12","iter4","present",107
"V9","V12","iter4","present",92
"V10","V12","iter4","present",62
"V11","V12","iter4","present",94
"V12","V12","iter4","present",95
"V13","V12","iter4","present",65
"T","V12","iter4","present",0
"V1","V13","iter4","present",127
"V2","V13","iter4","present",110
"V3","V13","iter4","present",111
"V4","V13","iter4","present",59
"V5","V13","iter4","present",46
"V6","V13","iter4","present",81
"V7","V13","iter4","present",52
"V8","V13","iter4","present",76
"V9","V13","iter4","present",65
"V10","V13","iter4","present",53
"V11","V13","iter4","present",70
"V12","V13","iter4","present",102
"V13","V13","iter4","present",74
"T","V13","iter4","present",0
"V1","T","iter4","present",1197
"V2","T","iter4","present",1208
"V3","T","iter4","present",1190
"V4","T","iter4","present",1287
"V5","T","iter4","present",1168
"V6","T","iter4","present",1259
"V7","T","iter4","present",1231
"V8","T","iter4","present",1335
"V9","T","iter4","present",1290
"V10","T","iter4","present",1149
"V11","T","iter4","present",1306
"V12","T","iter4","present",1267
"V13","T","iter4","present",1199
"T","T","iter4","present",0
"V1","V1","iter5","present",208
"V2","V1","iter5","present",226
"V3","V1","iter5","present",216
"V4","V1","iter5","present",102
"V5","V1","iter5","present",121
"V6","V1","iter5","present",84
"V7","V1","iter5","present",116
"V8","V1","iter5","present",89
"V9","V1","iter5","present",77
"V10","V1","iter5","present",111
"V11","V1","iter5","present",92
"V12","V1","iter5","present",86
"V13","V1","iter5","present",97
"T","V1","iter5","present",0
"V1","V2","iter5","present",216
"V2","V2","iter5","present",160
"V3","V2","iter5","present",200
"V4","V2","iter5","present",75
"V5","V2","iter5","present",86
"V6","V2","iter5","present",76
"V7","V2","iter5","present",90
"V8","V2","iter5","present",80
"V9","V2","iter5","present",78
"V10","V2","iter5","present",71
"V11","V2","iter5","present",91
"V12","V2","iter5","present",60
"V13","V2","iter5","present",89
"T","V2","iter5","present",0
"V1","V3","iter5","present",202
"V2","V3","iter5","present",199
"V3","V3","iter5","present",144
"V4","V3","iter5","present",77
"V5","V3","iter5","present",97
"V6","V3","iter5","present",93
"V7","V3","iter5","present",91
"V8","V3","iter5","present",67
"V9","V3","iter5","present",62
"V10","V3","iter5","present",88
"V11","V3","iter5","present",87
"V12","V3","iter5","present",76
"V13","V3","iter5","present",111
"T","V3","iter5","present",0
"V1","V4","iter5","present",174
"V2","V4","iter5","present",118
"V3","V4","iter5","present",119
"V4","V4","iter5","present",101
"V5","V4","iter5","present",84
"V6","V4","iter5","present",65
"V7","V4","iter5","present",73
"V8","V4","iter5","present",75
"V9","V4","iter5","present",85
"V10","V4","iter5","present",68
"V11","V4","iter5","present",67
"V12","V4","iter5","present",74
"V13","V4","iter5","present",69
"T","V4","iter5","present",0
"V1","V5","iter5","present",137
"V2","V5","iter5","present",178
"V3","V5","iter5","present",118
"V4","V5","iter5","present",71
"V5","V5","iter5","present",99
"V6","V5","iter5","present",72
"V7","V5","iter5","present",94
"V8","V5","iter5","present",65
"V9","V5","iter5","present",62
"V10","V5","iter5","present",81
"V11","V5","iter5","present",90
"V12","V5","iter5","present",78
"V13","V5","iter5","present",75
"T","V5","iter5","present",0
"V1","V6","iter5","present",149
"V2","V6","iter5","present",100
"V3","V6","iter5","present",134
"V4","V6","iter5","present",67
"V5","V6","iter5","present",70
"V6","V6","iter5","present",66
"V7","V6","iter5","present",87
"V8","V6","iter5","present",56
"V9","V6","iter5","present",62
"V10","V6","iter5","present",57
"V11","V6","iter5","present",70
"V12","V6","iter5","present",59
"V13","V6","iter5","present",68
"T","V6","iter5","present",0
"V1","V7","iter5","present",141
"V2","V7","iter5","present",142
"V3","V7","iter5","present",133
"V4","V7","iter5","present",78
"V5","V7","iter5","present",96
"V6","V7","iter5","present",71
"V7","V7","iter5","present",92
"V8","V7","iter5","present",60
"V9","V7","iter5","present",60
"V10","V7","iter5","present",52
"V11","V7","iter5","present",59
"V12","V7","iter5","present",54
"V13","V7","iter5","present",59
"T","V7","iter5","present",0
"V1","V8","iter5","present",126
"V2","V8","iter5","present",151
"V3","V8","iter5","present",149
"V4","V8","iter5","present",60
"V5","V8","iter5","present",89
"V6","V8","iter5","present",60
"V7","V8","iter5","present",63
"V8","V8","iter5","present",81
"V9","V8","iter5","present",55
"V10","V8","iter5","present",55
"V11","V8","iter5","present",61
"V12","V8","iter5","present",63
"V13","V8","iter5","present",45
"T","V8","iter5","present",0
"V1","V9","iter5","present",144
"V2","V9","iter5","present",89
"V3","V9","iter5","present",137
"V4","V9","iter5","present",74
"V5","V9","iter5","present",78
"V6","V9","iter5","present",58
"V7","V9","iter5","present",73
"V8","V9","iter5","present",64
"V9","V9","iter5","present",75
"V10","V9","iter5","present",66
"V11","V9","iter5","present",64
"V12","V9","iter5","present",45
"V13","V9","iter5","present",53
"T","V9","iter5","present",0
"V1","V10","iter5","present",174
"V2","V10","iter5","present",105
"V3","V10","iter5","present",144
"V4","V10","iter5","present",70
"V5","V10","iter5","present",61
"V6","V10","iter5","present",75
"V7","V10","iter5","present",53
"V8","V10","iter5","present",85
"V9","V10","iter5","present",53
"V10","V10","iter5","present",88
"V11","V10","iter5","present",68
"V12","V10","iter5","present",56
"V13","V10","iter5","present",60
"T","V10","iter5","present",0
"V1","V11","iter5","present",158
"V2","V11","iter5","present",111
"V3","V11","iter5","present",118
"V4","V11","iter5","present",79
"V5","V11","iter5","present",95
"V6","V11","iter5","present",56
"V7","V11","iter5","present",89
"V8","V11","iter5","present",57
"V9","V11","iter5","present",56
"V10","V11","iter5","present",95
"V11","V11","iter5","present",68
